"","SRR6915103_500K_merged_Abundance","SRR6915104_500K_merged_Abundance","SRR6915105_500K_merged_Abundance","SRR6915106_500K_merged_Abundance","SRR6915107_500K_merged_Abundance","SRR6915108_500K_merged_Abundance","SRR6915109_500K_merged_Abundance","SRR6915110_500K_merged_Abundance","SRR6915111_500K_merged_Abundance","SRR6915112_500K_merged_Abundance","SRR6915114_500K_merged_Abundance","SRR6915117_500K_merged_Abundance","SRR6915125_500K_merged_Abundance","SRR6915126_500K_merged_Abundance","SRR6915127_500K_merged_Abundance","SRR6915128_500K_merged_Abundance","SRR6915129_500K_merged_Abundance","SRR6915130_500K_merged_Abundance","SRR6915131_500K_merged_Abundance","SRR6915132_500K_merged_Abundance","SRR6915133_500K_merged_Abundance","SRR6915134_500K_merged_Abundance","SRR6915135_500K_merged_Abundance","SRR6915136_500K_merged_Abundance","SRR6915147_500K_merged_Abundance","SRR6915149_500K_merged_Abundance","SRR6915150_500K_merged_Abundance","SRR6915151_500K_merged_Abundance","SRR6915152_500K_merged_Abundance","SRR6915153_500K_merged_Abundance","SRR6915155_500K_merged_Abundance","SRR6915156_500K_merged_Abundance","SRR6915167_500K_merged_Abundance","SRR6915168_500K_merged_Abundance","SRR6915169_500K_merged_Abundance","SRR6915170_500K_merged_Abundance","SRR6915171_500K_merged_Abundance","SRR6915172_500K_merged_Abundance","SRR6915173_500K_merged_Abundance","SRR6915174_500K_merged_Abundance","SRR6915175_500K_merged_Abundance","SRR6915176_500K_merged_Abundance","SRR6915177_500K_merged_Abundance","SRR6915178_500K_merged_Abundance","SRR6915179_500K_merged_Abundance","SRR6915180_500K_merged_Abundance","SRR6915181_500K_merged_Abundance","SRR6915182_500K_merged_Abundance","SRR6915183_500K_merged_Abundance","SRR6915184_500K_merged_Abundance","SRR6915185_500K_merged_Abundance","SRR6915186_500K_merged_Abundance","SRR6915195_500K_merged_Abundance","SRR6915196_500K_merged_Abundance","SRR6915197_500K_merged_Abundance","SRR6915198_500K_merged_Abundance","SRR6915199_500K_merged_Abundance","SRR6915200_500K_merged_Abundance"
"PWY-841: superpathway of purine nucleotides de novo biosynthesis I",0.000107455,0.000209327,0.000110368,7.32203e-05,0.000187716,8.33783e-05,0.000226396,0.000216893,0.000318627,0.000197263,0.000185757,7.59352e-05,0.000184074,0.000166053,0.000189437,0.000158451,0.00022639,0,0.00012995,8.86191e-05,0,0.000112045,8.09684e-05,0.000110449,0,0.000136565,0,0.000157198,0,0.000206481,0.000156463,0.000151082,0.000284276,0.000133597,0.000103056,0.000239553,0.000264171,0.000168275,0.0001386,8.27738e-05,0,7.3463e-05,0,0.000105896,0,0.000198874,0.00015861,0.000265351,0.000189581,0.000179392,0,0.000168706,0.000275928,0,0,0.000137345,0,6.94794e-05
"PWY-922: mevalonate pathway I (eukaryotes and bacteria)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8811e-05,0,3.21857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-I9: L-cysteine biosynthesis VI (from L-methionine)",0,0.000160927,0,0.000204207,0,0,0.000114235,7.99624e-05,0.000166389,0.00011928,3.27317e-05,4.61865e-05,9.33939e-05,0.000176378,0.000103268,0,0.000109359,0,5.77e-05,0,6.02134e-05,0.000172096,0,6.83119e-05,0,0,0.000134662,0,0,0,9.11353e-05,5.02778e-05,6.5269e-05,0,0,0.000105179,4.51998e-05,0.000127584,0,0.000182959,0,0,6.07562e-05,8.35693e-05,6.18004e-05,6.25935e-05,0,5.38134e-05,0.000193177,3.95245e-05,9.4245e-05,0,6.5209e-05,7.07536e-05,0,0.000144891,4.09739e-05,0
"PWY0-1061: superpathway of L-alanine biosynthesis",0.000135923,0,0,0.000184871,0.000202355,0.000157954,9.55478e-05,9.09109e-05,0.00012747,5.3632e-05,0,0.000136041,6.06899e-05,0.000118948,0.000100966,0,0,0,9.55091e-05,0.000150311,0.000112784,0,0,0,9.24311e-05,0,0.000249986,0,8.14797e-05,0,6.15811e-05,5.48396e-05,0,0,0.00010472,0.000145021,5.61733e-05,0.000151186,0.000177666,8.96735e-05,0,6.97953e-05,0,4.95112e-05,0.000111482,0,6.12922e-05,5.04453e-05,0.000163244,7.08544e-05,0.000110086,3.87908e-05,3.50053e-05,0.000175179,0.000179439,0.00010076,9.23596e-05,5.23226e-05
"PWY0-1221: putrescine degradation II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis",2.78407e-05,0,0,5.46328e-05,0,0,0,0,0,0,0,0,3.45991e-05,0,0,0.000230454,0,2.80887e-05,0,0,0,0,0,0,2.53411e-05,0,0,2.82424e-05,0,0,0,0,3.88423e-05,0,1.83819e-05,0,0,0,0,0,0,0,4.10204e-05,0,1.9405e-05,0,9.59246e-05,0.000138027,0,0,0,0,0,0,0,0,0,0
"PWY0-1261: anhydromuropeptides recycling I",0,0,0,0.00014539,5.95006e-05,0,0,0,0,4.43626e-05,0,0,5.8253e-05,0.000122898,0,0,0,0,7.63128e-05,0,0,0,0,0,0,0,6.31804e-05,3.97226e-05,0,0,7.68402e-05,0,0,0,0,0,7.92343e-05,0.000101095,3.83084e-05,0,0,0,0,0,4.41785e-05,7.39414e-05,0,6.98265e-05,0,0,0,0,0,0,0,0,0,0
"PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-1296: purine ribonucleosides degradation",0.000139911,0.000265457,0.000113326,0.0002698,0.000297344,0.000286664,0.000295496,0.000181134,0.000281568,0.000366226,0.00026957,0.000376487,0.000236516,0.000151176,0.000132286,4.08924e-05,0.000176916,0.000145611,0.000148391,0.000245056,0.000258037,0.000245419,0.000195967,0.000266037,0.000214062,0.000260394,0.000227162,0.000142375,0.00020453,0.000340946,0.000208639,0.000253575,0.000222271,0.000100549,0.000184545,0.000454325,0.000262052,9.58894e-05,0.00026656,0.000269817,0.000215735,0.00014866,0.000333544,0.000225404,0.000270066,0.000235706,0.00011153,0.000216885,0.000268635,0.00031866,0.000237443,0.000169247,0.000222286,0.000380598,0.00014177,0.000160025,0.00018549,0.000212811
"PWY0-1297: superpathway of purine deoxyribonucleosides degradation",0,0,0,0.000119047,0,0,0,0,0,0,9.48428e-05,0,6.48887e-05,9.82737e-05,0,0,0,0,0,7.70163e-05,0,0.000139118,0,5.015e-05,5.56943e-05,0,0,0,0,0,0,0.000107201,0,4.70622e-05,0,0,0,0,6.44853e-05,4.09437e-05,0,0,8.59591e-05,4.48486e-05,0,5.81167e-05,9.25941e-05,0,5.17565e-05,4.77927e-05,0,0,0,5.05284e-05,0,0.000109611,0,0
"PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation",0,0,7.96613e-05,0.00014119,0,0,0,0,0,0,0,0,8.61555e-05,0,0,0,0,0,0,5.82853e-05,0,2.66564e-05,0,0,0,6.61152e-05,0,0,3.74248e-05,0,0,0,0,0,0,3.02258e-05,0,0,0,5.49193e-05,0,0,0,0,0,0,0,0,0,8.8246e-05,0,0,0,3.09006e-05,0,3.66257e-05,0,0
"PWY0-1319: CDP-diacylglycerol biosynthesis II",0.00010254,0.000215858,0.000220827,0.000346127,0.000281779,0.000299116,0.00019008,0.000276895,0.000356443,0.00016577,0.000251935,0.000376855,0.000259224,0.000297,0.000169992,0.000331104,0.000243242,0.000190534,0.000250348,0.000192845,0.000183424,0.00016071,0.000170365,0.000254916,0.000333737,0.000186072,0.000259276,0.000206102,0.000350258,0.000301123,0.000210229,0.000237826,0.000264219,0.000147039,0.000238018,0.000339294,0.000313358,0.00035469,0.000280728,0.000245841,0.000286094,0.000261412,0.000198196,0.00036024,0.000235682,0.000325121,0.000265363,0.00015993,0.000332183,0.000343741,0.00031801,0.000274724,0.000272373,0.000324271,0.000225626,0.000269709,0.000294877,0.000289831
"PWY0-1337: oleate &beta;-oxidation",0,0,0,6.81335e-05,0,0,0,0,0,0,0,0,3.08044e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-1338: polymyxin resistance",0,0,0,3.96865e-05,0,0,0,0,0,0,0,0,3.88976e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III",0,0,0,7.78486e-05,0,0,0,0,0,0,0,0,6.5947e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-1477: ethanolamine utilization",0,0,3.13657e-05,0.000334052,8.70194e-05,0,0,0,0,0,0,0,0.000215471,0,0,0,0,7.44914e-05,0,0.000142124,0,0,0,2.48011e-05,0.000105509,0,0,0,2.76344e-05,0,0,6.73857e-05,0,0,4.70835e-05,0,0,0,0,0.00015522,0,0,0,2.83237e-05,8.33565e-05,0,9.56314e-05,0,0,8.95508e-05,0,0,0,4.3869e-05,0,2.75573e-05,0,0
"PWY0-1479: tRNA processing",0,0,0.000132163,0.000181316,5.5902e-05,5.93664e-05,0,0,0,0,0,0,0.000124095,0,3.15043e-05,0,0,0,0,0,0,0,0,0,5.69978e-05,0,7.01312e-05,0,0,0,0,0,0,0,0,4.70573e-05,0,0,0,4.27557e-05,0,0,0.000150472,2.89159e-05,0.000132221,0,0,0,4.70058e-05,0,0,0,0,0,0,0,6.92095e-05,0
"PWY0-1533: methylphosphonate degradation I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61912e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)",0.000172768,0.000178916,6.78123e-05,0.000697286,0.000293212,0.000176931,0.000256124,0.000264144,0.000360256,0.000191847,0.000267378,0.000279982,0.000475186,0.000384165,4.79872e-05,0.000304541,0.000145847,0.000155523,0.000362955,0.000136655,0.000158306,0.000266084,0.00011315,0.000176382,0.000314542,7.62834e-05,0.000260668,0.000202974,0.000163419,0.000202889,0.000471667,6.44244e-05,0.000203562,9.03319e-05,0.000215974,0.000191529,0.000344079,0.000288145,0.00022347,0.0001323,0.000280036,0.000317382,7.08954e-05,0.000334844,0.00031995,0.000375793,7.7684e-05,0.000156369,0.000155913,0.000223589,0.000168116,0.000310034,0.000171713,0.000114453,0.000115578,0.000200874,0.000178464,0.000216202
"PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis",6.0307e-05,0.000176027,0.000106978,5.87466e-05,0,0,0.000171247,6.74919e-05,0.00016969,0.000112607,0,5.90233e-05,0.000170202,0,0.000174336,0.000202916,8.15862e-05,6.26636e-05,0.000114726,7.03195e-05,0,0,0,4.22808e-05,0,0.000128478,0.000103206,0,0,0.00012951,6.7381e-05,0,0,0.000100331,9.20659e-05,6.12159e-05,9.30227e-05,0.000147666,0.00010493,6.26692e-05,5.73781e-05,6.97931e-05,0,0,0,0,0,5.27574e-05,7.80948e-05,0.000173205,0,7.76762e-05,0.00010667,0,7.77244e-05,0.000100488,0,4.95616e-05
"PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)",0,0,0,4.90289e-05,0,0,0,0,0,0,0,0,5.76555e-05,4.99201e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)",3.40001e-05,2.35456e-05,0,0.000164414,0,0,0,0,3.47782e-05,0,0,0,6.06415e-05,0,0,0,0,0,0,0,0,0,0,0,2.9366e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41484e-05,0,0,0,0,2.13282e-05,0,0,0,0,0,0,0,0
"PWY0-321: phenylacetate degradation I (aerobic)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-41: allantoin degradation IV (anaerobic)",0,0,0,8.9412e-06,0,0,0,0,0,0,0,0,7.06978e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-42: 2-methylcitrate cycle I",0,0,0,4.03751e-05,0,0,0,0,0,0,0,0,3.15092e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-461: L-lysine degradation I",0,0,0,4.74529e-05,0,0,0,0,0,0,0,0,3.4673e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-781: aspartate superpathway",0,0,0,0.000157278,0,0,0,0,0,0,0,0,8.74289e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102926,0,6.89237e-05,0,0,0,0,8.70335e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage",0,0,0,0.000106054,9.57539e-05,0,0,7.46568e-05,0.000173117,0,0.000101396,0,0.000107708,0.000146622,0,4.78978e-05,0,0,7.40114e-05,4.57842e-05,0,0,0,0,0,0,0,8.87076e-05,0,0,0.000130222,0,0.000142407,0.00010918,0,0,0.000137899,0.000146469,6.53218e-05,6.16061e-05,4.86973e-05,0,0,0.000105029,0,0.000160439,7.92914e-05,0.000109355,0,0,0,0,0,0,0,0,0,0
"PWY0-862: (5Z)-dodecenoate biosynthesis I",0,8.13051e-05,0,0.000196835,0,0,0.000136198,0,5.44359e-05,0,4.60512e-05,0,0.000213747,3.48311e-05,7.46264e-05,0.000106057,0,2.74662e-05,0,4.40168e-05,7.81189e-05,0,0,0,0,0,0,0,0,0,0,0,4.01695e-05,0,0,0,0,6.96954e-05,0,8.28793e-05,0,0,4.18603e-05,0,0.000113916,0,0,0,0,5.65131e-05,0,0,0,0,0,0,0,0
"PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY1G-0: mycothiol biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY1ZNC-1: assimilatory sulfate reduction IV",0,4.80453e-05,0,8.98691e-05,0,0,0,0,0,3.91021e-05,0,0,3.22431e-05,0,0,0,0,0,3.2526e-05,0,0,0,0,0,0,0,4.82109e-05,0,3.32422e-05,0,7.00574e-05,0,0,0,0,0,0,6.02656e-05,0,2.86737e-05,0,0,0,0.000110496,2.96891e-05,0,0,0,0,0,0,0,5.39156e-05,0,0,6.71582e-05,4.05772e-05,0
"PWY3DJ-12: ceramide de novo biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY3O-4107: NAD salvage pathway V (PNC V cycle)",4.65874e-05,0,0,8.35264e-05,0,0,3.87812e-05,0,5.73576e-05,0,0,7.54508e-05,0.000113137,0.000131569,0,0,0,3.40143e-05,0,0,7.32324e-05,8.53756e-05,6.61153e-05,0,0,0,0.000149033,0,0,0,0,0,8.84366e-05,0,0.000109815,0,0,3.66979e-05,0,0,0,0,0,7.17305e-05,3.44212e-05,6.82212e-05,5.76468e-05,0,0.00011631,0,0,4.39287e-05,0,0,0,5.22965e-05,7.67644e-05,0
"PWY490-3: nitrate reduction VI (assimilatory)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)",8.26814e-05,0.000105312,7.23835e-05,0.000311888,7.87194e-05,9.40496e-05,4.38779e-05,0,0.000113536,8.01749e-05,0.000109025,0,0.000228464,0.000174913,7.56141e-05,0.000200052,0,0,5.15942e-05,6.85509e-05,0,0.00017111,0,0.000208684,0.000246784,4.51037e-05,9.65329e-05,6.00745e-05,4.85748e-05,0,0.000189505,0,0.000119779,0,2.46096e-05,0,4.63668e-05,0.000163083,0.000123147,7.19783e-05,0,0.000192982,4.47847e-05,9.19634e-05,9.07806e-05,8.62408e-05,0,3.85841e-05,0,5.00654e-05,0,0.000179646,0,4.67032e-05,4.31766e-05,0.000117139,6.0984e-05,0.000206157
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)",8.26814e-05,0.000105312,7.23835e-05,0.000311888,7.87194e-05,9.40496e-05,4.38779e-05,0,0.000113536,8.01749e-05,0.000109025,0,0.000228464,0.000174913,7.56141e-05,0.000200052,0,0,5.15942e-05,6.85509e-05,0,0.00017111,0,0.000208684,0.000246784,4.51037e-05,9.65329e-05,6.00745e-05,4.85748e-05,0,0.000189505,0,0.000119779,0,2.46096e-05,0,4.63668e-05,0.000163083,0.000123147,7.19783e-05,0,0.000192982,4.47847e-05,9.19634e-05,9.07806e-05,8.62408e-05,0,3.85841e-05,0,5.00654e-05,0,0.000179646,0,4.67032e-05,4.31766e-05,0.000117139,6.0984e-05,0.000206157
"PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)",0,0,0,2.84714e-05,0,0,0,0,0,0,0,0,3.39617e-05,0,0,0,0,0,0,0,0,0,0,3.01656e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85894e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY5F9-12: biphenyl degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY66-367: ketogenesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY66-388: ceramide degradation by &alpha;-oxidation",0,0,0,0,0,0,0,0,0,0,0,0,9.67391e-06,3.67574e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY66-389: phytol degradation",0,0,0,1.22968e-06,0,0,0,0,1.67917e-05,0,0,3.37446e-05,1.14569e-05,4.09607e-05,0,3.3613e-05,0,6.37807e-05,0,0,0,0,0,0,0,0,0,0,0,2.89189e-05,0,0,0,0,0,0,0,0,0,2.94509e-05,0,0,0,4.49952e-05,8.82295e-06,0,0,0,0,0,0,0,0,0,2.87526e-05,0,0,0
"PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY66-398: TCA cycle III (animals)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY66-399: gluconeogenesis III",8.35679e-05,0,0,0,0,0,0,0,0,0,5.97225e-05,4.66013e-05,4.28746e-05,0,0,0,0,0,7.43162e-05,7.59819e-05,0,0,2.92555e-05,0,3.02372e-05,6.68187e-05,0,7.35139e-05,0,0,0,0,0,6.75e-05,0,4.37104e-05,7.81412e-05,0.000119296,7.29855e-05,7.79179e-05,0,0,0,9.48275e-05,0,0,0,9.62428e-05,3.25162e-05,0,0,0,0,0,0,4.54933e-05,6.2688e-05,5.98006e-05
"PWY66-409: superpathway of purine nucleotide salvage",0,0,0,7.06021e-05,0,0,0,0,0,0,0.000148274,0,0.000111689,0.000157448,0,8.52518e-05,0,0,0,8.39488e-05,0,0.00011491,0,8.31421e-05,0,0,0,0,0,0,0,0.000145372,0,8.47949e-05,0,0,0,0,0.000107694,0,0,0,0,7.07036e-05,0,0.000114614,0,0,0.000102802,9.39097e-05,0,0,0,0,0,0.000132213,0,0
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)",0.000160706,0.000320375,0.000201886,0.000267849,0.000252306,0.000179323,0.0003224,0.000387161,0.000442418,0.000225703,0.000360932,0.000258593,0.000267822,0.000189285,0.000218117,0.000245494,0.000219701,0.000237318,0.000324508,0.000181415,5.68577e-05,0.000183082,0.000285291,0.000223263,8.79372e-05,0.000258361,0.000227752,0.000136007,0.000256655,0.000398509,0.000339646,0.000245118,0.000386075,0.000163328,0.000208544,0.000297684,0.000311755,0.000324953,0.000335391,0.000346958,0.000301969,4.20425e-05,0.000258137,0.000383767,0.000206728,0.000149003,0.00021785,0.000214933,0.000263269,0.000271409,0.000342533,0.000256577,0.000210449,0.000369272,0.000161782,0.000361138,0.000264198,0.000231497
"PWY66-430: myristate biosynthesis (mitochondria)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)",4.75909e-05,0,0,9.64906e-05,0,0,3.71258e-05,0,0,0,0,3.85348e-05,9.71022e-05,0.000106143,0,0,0,3.59061e-05,0,0,6.86485e-05,4.41988e-05,7.08343e-05,0,0,0,0,0,0,0,0,0,6.89944e-05,0,0.000108334,0,0,3.62242e-05,0,0,0,0,0,6.74504e-05,3.62056e-05,0,0,0,0.000101632,0,0,4.8678e-05,0,0,0,6.05636e-05,0,0
"PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)",0.00014593,0.000231726,0.000181159,0.000165144,0.000178629,0.000193573,0.000269248,0.000238033,0.000339233,0.000164413,0.000244873,0.000204725,0.00017969,0.000177097,0.000232752,0.000253336,0.000140283,9.32054e-05,0.000235708,0.00019822,4.9394e-05,0.000127281,0.00015385,0.000176829,0.000120974,0.00010516,0.000264562,0.000132524,0.000235037,0.000171368,0.000248519,0.000157616,0.000234672,0.000130833,0.000163985,0.000230847,0.00026602,0.000168706,0.00021633,0.000197438,0.000212731,0.000190533,0.000204356,0.000194817,0.000108385,0.000227517,0.000218589,0.000171344,0.000163055,0.000134368,0.000142161,0.000264245,0.000168776,0.000241239,0.000199843,0.000186341,0.000173598,0.000172691
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I",0,0,4.06168e-05,0.000165216,7.60236e-05,0,3.88424e-05,6.41818e-05,0.000117708,0,9.19327e-05,0,9.84529e-05,0.000144935,0,0.000182348,0,0,5.74415e-05,3.37679e-05,0,0,0,0,2.07687e-05,0,0,7.87477e-05,0,0,8.82755e-05,0,0.000124812,9.17517e-05,2.18308e-05,0,9.44816e-05,0.000113811,5.51352e-05,3.76013e-05,5.06972e-05,0,0,0.000101002,0,0.000191595,7.83866e-05,8.43194e-05,0,0,0,0,0,0,0,0,0,0
"REDCITCYC: TCA cycle VI (Helicobacter)",0,0,0,2.32751e-05,0,0,0,0,0,0,0,0,5.39365e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RHAMCAT-PWY: L-rhamnose degradation I",3.38807e-05,0.000102103,7.42425e-05,0.000141923,5.2994e-05,6.75805e-05,0.000113427,8.69284e-05,0.000203675,8.43342e-05,0.000148832,0.000120493,0.000119525,6.05306e-05,4.85699e-05,2.64615e-05,6.90202e-05,7.24866e-05,6.10397e-05,2.86627e-05,8.69756e-05,2.64346e-05,7.75687e-05,9.37166e-05,3.98122e-05,0.000103951,7.23147e-05,4.92369e-05,4.21204e-05,0.000112918,7.20028e-05,5.42837e-05,0.000130682,5.52852e-05,5.08901e-05,0.000133441,0.00017472,0.000165866,5.29299e-05,5.57932e-05,8.62348e-05,0.000133185,0,0.000137196,0.000125165,9.72301e-05,4.27327e-05,6.95936e-05,5.22208e-05,7.61259e-05,3.68302e-05,5.51669e-05,7.67537e-05,0.000146215,6.48515e-05,7.56416e-05,0.000121528,6.86729e-05
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)",0.000114134,0.000185561,0.000115116,0.000188558,0.000230298,0.000267717,0.000201962,0.000203921,0.000285327,0.000224931,0.000230359,0.000281712,0.000130613,0.000132255,9.39128e-05,8.92035e-05,0.000199425,0.000166778,0.000225535,0.00016576,6.63533e-05,0.000170318,0.000137873,0.000162862,0.000184233,0.000160198,0.000261117,0.00016866,0.000294471,0.000219909,0.000206875,0.000160146,0.00024015,8.20375e-05,0.000211756,0.000296291,0.000236818,0.00010691,0.000265335,0.000111918,0.000149777,0.000212193,0.000248561,0.000113265,0.000217678,0.000108199,0.000235168,0.000147821,0.000204209,0.000239373,0.00024089,0.000239757,0.000170894,0.000284872,0.000177009,0.000111514,0.000173247,0.000261663
"RUMP-PWY: formaldehyde oxidation I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
