"","SRR6915091_500K_merged_Abundance","SRR6915092_500K_merged_Abundance","SRR6915093_500K_merged_Abundance","SRR6915094_500K_merged_Abundance","SRR6915095_500K_merged_Abundance","SRR6915096_500K_merged_Abundance","SRR6915097_500K_merged_Abundance","SRR6915098_500K_merged_Abundance","SRR6915099_500K_merged_Abundance","SRR6915100_500K_merged_Abundance","SRR6915101_500K_merged_Abundance","SRR6915102_500K_merged_Abundance","SRR6915113_500K_merged_Abundance","SRR6915115_500K_merged_Abundance","SRR6915116_500K_merged_Abundance","SRR6915118_500K_merged_Abundance","SRR6915119_500K_merged_Abundance","SRR6915120_500K_merged_Abundance","SRR6915121_500K_merged_Abundance","SRR6915122_500K_merged_Abundance","SRR6915123_500K_merged_Abundance","SRR6915124_500K_merged_Abundance","SRR6915137_500K_merged_Abundance","SRR6915138_500K_merged_Abundance","SRR6915139_500K_merged_Abundance","SRR6915140_500K_merged_Abundance","SRR6915141_500K_merged_Abundance","SRR6915142_500K_merged_Abundance","SRR6915143_500K_merged_Abundance","SRR6915144_500K_merged_Abundance","SRR6915145_500K_merged_Abundance","SRR6915146_500K_merged_Abundance","SRR6915157_500K_merged_Abundance","SRR6915158_500K_merged_Abundance","SRR6915159_500K_merged_Abundance","SRR6915160_500K_merged_Abundance","SRR6915161_500K_merged_Abundance","SRR6915162_500K_merged_Abundance","SRR6915163_500K_merged_Abundance","SRR6915164_500K_merged_Abundance","SRR6915165_500K_merged_Abundance","SRR6915166_500K_merged_Abundance","SRR6915188_500K_merged_Abundance","SRR6915189_500K_merged_Abundance","SRR6915190_500K_merged_Abundance","SRR6915191_500K_merged_Abundance","SRR6915192_500K_merged_Abundance","SRR6915193_500K_merged_Abundance","SRR6915194_500K_merged_Abundance","SRR6915201_500K_merged_Abundance","SRR6915202_500K_merged_Abundance","SRR6915203_500K_merged_Abundance","SRR6915204_500K_merged_Abundance","SRR6915205_500K_merged_Abundance","SRR6915206_500K_merged_Abundance","SRR6915207_500K_merged_Abundance","SRR6915208_500K_merged_Abundance","SRR6915209_500K_merged_Abundance","SRR6915210_500K_merged_Abundance","SRR6915211_500K_merged_Abundance","SRR6915212_500K_merged_Abundance","SRR6915213_500K_merged_Abundance","SRR6915214_500K_merged_Abundance","SRR6915215_500K_merged_Abundance","SRR6915216_500K_merged_Abundance","SRR6915217_500K_merged_Abundance","SRR6915218_500K_merged_Abundance","SRR6915219_500K_merged_Abundance","SRR6915220_500K_merged_Abundance","SRR6915221_500K_merged_Abundance","SRR6915222_500K_merged_Abundance","SRR6915223_500K_merged_Abundance","SRR6915224_500K_merged_Abundance","SRR6915225_500K_merged_Abundance","SRR6915226_500K_merged_Abundance","SRR6915227_500K_merged_Abundance","SRR6915228_500K_merged_Abundance","SRR6915229_500K_merged_Abundance","SRR6915230_500K_merged_Abundance"
"PWY0-1296: purine ribonucleosides degradation",0.0002243,0.000116368,0.000198799,0.000262017,0.000439953,0.000311957,0.000483946,0.000398258,0.000202628,0.000261357,0,0.000221202,0.000255138,0,4.9117e-05,6.25934e-05,6.92119e-05,0.000102211,0.000288273,5.81896e-05,0.000347993,0.000167507,3.70427e-05,0.000453326,0.000205188,0.000124106,0.000249493,4.7118e-05,0.000290106,0.000173959,8.65599e-05,0.00023077,0.000255845,0,0.00027989,0.000321186,0,0.0004086,0.000279314,0.00017429,0,0.000129384,0.000178519,0.000228495,0.000130309,4.22373e-05,0.000242515,0.000410682,7.91377e-05,0.000228785,4.64563e-05,0.000203734,0.000323246,9.25222e-05,0.000169546,0.000207,4.73513e-05,0.000136052,0.000148462,0.000162783,0.000334052,0.000378515,0.000256118,0.000282616,6.20304e-05,0.000506242,0.000267744,0.000503489,0.000222136,0.000310824,7.08949e-05,0.000159959,7.28589e-05,0.00025542,0.000124881,0.00034014,0.000133686,0.000311048,0.000205643
"PWY0-1297: superpathway of purine deoxyribonucleosides degradation",4.59162e-05,0,0,0.000168566,0.000313846,0.00029788,0,0.000387,6.66448e-05,7.46908e-05,0,0.000143353,3.37767e-05,0,0,0,0,0,0,0,0,0,2.99406e-05,6.37115e-05,0,0,0.000207218,0,6.63045e-05,0,0,7.97121e-05,0.000110459,0,0,0.000129551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214578,0,0.000138209,9.48924e-05,0,0,0,3.65144e-05,9.50245e-05,0,0,0,0.000219461,0,9.18571e-05,0,0,0,0.000286825,0,0.000107143,0,0,0,0.000231511,0,0,0,4.90568e-05,0
"PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation",0.000109306,0,0,0.000141418,0.000224604,0.000289825,0,0.000342759,0.000105689,2.52858e-05,0,9.78252e-05,0,0,0,0,0,0,0,0,0,0,2.34291e-05,5.32062e-05,0,0,0.000173351,0,0,0,6.52677e-05,0.000170613,0.000147946,0,0,0.00011852,0,0,0,0,0,0,0,3.1276e-05,0,0,0,0,0,0.000122891,0,6.09266e-05,3.4598e-05,0,0,0,2.66286e-05,1.86991e-05,0,0,0,8.54814e-05,0,2.80188e-05,0,0,0,0.000209917,0,0.000123809,0,0,0,0.000208617,0,0,0,3.91976e-05,0
"PWY0-1319: CDP-diacylglycerol biosynthesis II",0.000278825,0.000206729,0.000189804,0.00037009,0.000415342,0.000331681,0.000318945,0.000410355,0.000280117,0.000234138,0.000250168,0.000274903,0.000228613,0.00030884,0.000245727,0.000143805,0.000463321,0.000213972,0.000296477,0.000314202,0.00023737,0.000218972,0.000252406,0.000301547,0.000408664,0.000304079,0.000349809,0.000240857,0.000216632,0.00030687,0.000116303,0.000297321,0.00029046,0.000234141,0.000289348,0.000310886,0,0.000297813,0.00028729,0.000431432,7.67423e-05,0.000162018,0.000304271,0.00024153,0.000384999,0.000105381,0.00025423,0.000289102,0.000227894,0.000422708,0.000263918,0.0001676,0.00022765,0.000267415,0.000111984,0.000297922,0.000424828,0.000112811,0.000175868,7.28932e-05,0.000307605,0.000214735,0.000285713,0.000140826,0.000228247,0.000272473,0.000223578,0.000380252,0.000221305,0.000306731,0.000261867,0.000173898,0.000215369,0.000303293,0.000282653,0.000301378,0.00012115,0.000249821,7.33674e-05
"PWY0-1337: oleate &beta;-oxidation",0,0,0,8.32116e-05,9.83828e-05,0.000395684,0,0.000478247,0,0,0,3.30852e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125096,0,0,0,0,3.90488e-05,7.18483e-05,0,0,4.60507e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2001e-05,0,0,0,0,0,4.13874e-05,0,0,0,9.44293e-06,0,0,0,0,0,0.000101004,0,2.25729e-05,0,0,0,0.000166194,0,0,0,0,0
"PWY0-1338: polymyxin resistance",4.63839e-05,0,0,4.20376e-05,0.000128689,0.000308891,0,0.00042309,0,0,0,1.98936e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61039e-05,0,0,0,0,4.80921e-05,4.71281e-05,0,0,5.07638e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26241e-05,0,3.56252e-05,0,0,0,0,0,2.63909e-05,0,0,0,1.19851e-05,0,0,0,0,0,0.000125795,0,2.41271e-05,0,0,0,7.79314e-05,0,0,0,0,0
"PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III",5.05836e-05,0,0,0.000101858,0.00028131,0.000282231,0,0.000384062,0,0,0,3.63953e-05,0,0,0,0,0,0,0,0,0,0,2.53889e-05,0,0,0,0.000105581,0,0,0,0,0,0.000131386,0,0,0.000108786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89949e-05,0,0,0,0,0,0.00023045,0,6.6673e-05,0,0,0,0.00012666,0,0,0,0,0
"PWY0-1477: ethanolamine utilization",0.000215021,0,5.97734e-05,0.000250874,0.000854099,0.000450953,0,0.000384876,4.48517e-05,0,0,0.000102915,0.000171278,0,0,0,0,3.46547e-05,0,0,4.01147e-05,0,8.16822e-05,0,0,0,0.000269911,0,3.33006e-05,0,0,0.000227582,0.000255021,3.74713e-05,1.58262e-05,0.000225614,0,0,6.98313e-05,0,0,0,9.58498e-05,0,0,0,0,0,0.000152508,0.000215787,0,0.000180349,6.45477e-05,0,0,6.23889e-05,9.59197e-05,0.000126407,4.42681e-05,3.54769e-05,0,0.000122785,0,4.40756e-05,0,0,5.45903e-05,0.000662294,3.03264e-05,0.000166116,7.01942e-05,6.16819e-05,0,0.000448116,0,3.13897e-05,1.99112e-05,4.04406e-05,8.42936e-05
"PWY0-1479: tRNA processing",0.000123437,0,0,0.000132505,0.000218893,0.000379485,0,0.000343526,6.16331e-05,0,0,0.000119048,0,0,0,0,0,0,0,0,5.3372e-05,5.37588e-05,5.3429e-05,0,0,0,0.000212235,0,4.00276e-05,0,4.78011e-05,0.000165313,0.000152998,5.58286e-05,6.03558e-05,0.000106464,0,0,5.50789e-05,4.966e-05,0,0,0,6.35764e-05,0,4.85187e-05,0,6.58143e-05,8.10566e-05,0.000144101,0,8.60706e-05,0,0,5.98835e-05,0,5.27653e-05,0.000108371,0,0,0,0.000117674,7.8623e-05,0.00015818,0,8.76828e-05,6.06827e-05,0.000347719,0,0.00018705,9.33281e-05,0,0,0.000212942,0,0,0,0,0
"PWY0-1533: methylphosphonate degradation I",0,0,0,6.49449e-06,4.56566e-05,0,0,0,0,0,0,3.54439e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63093e-05,0,0,0,0,0,4.73418e-06,0,0,3.32089e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58462e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71021e-06,0,3.8135e-06,0,0,0,8.68146e-06,0,0,0,0,0
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)",0.000361725,3.69738e-05,0.000160167,0.000496937,0.00134529,0.000963394,0.000167401,0.00105342,0.000296337,0.000221433,0.000161904,0.000352535,0.000205706,8.37637e-05,0.000195541,0.000413961,0.000137153,0.000234228,9.9012e-05,0.000351226,0.000102965,0.000247982,0.000143454,0.000192763,0.000180143,0.000339051,0.000808534,0.000244384,0.000154792,0.000176339,0.000555966,0.000424047,0.00058908,0.000189995,0.000152689,0.00059254,0,0.000215947,0.000454691,0.000245435,0.000452428,5.37149e-05,0.00024986,0.000123341,0.000122808,0.000536153,0.000155527,0.000179891,0.000264833,0.00052105,0.000204153,0.000126655,0.000117062,0.000118806,0.000153109,8.59271e-05,0.000474825,0.000134802,9.66863e-05,6.14333e-05,0.000160223,0.000380835,0.000214495,0.000151138,0.000203425,7.66292e-05,0.000161723,0.00102936,0.000204659,0.000462338,0.000244593,6.18251e-05,0.000167294,0.000651975,0.000472294,0.000182443,0.000252873,0.000211619,0.000382991
"PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis",0.000245841,0.000251178,0.000115982,0.000241133,0.000253523,0.000323048,0,0.000276999,7.94286e-05,0,0.000215985,0.000193602,0.00014227,0.000120041,0.000174288,0.000205014,9.36957e-05,0.000130005,0.000205177,0.000274473,9.90204e-05,0.000130785,0.000209677,0.000184261,6.37475e-05,0.000292155,0.000232013,6.81898e-05,9.42083e-05,9.99744e-05,0,0.000178961,0.000182196,0.000110934,0.000116227,0.000188542,0,7.46642e-05,0.000158521,9.59148e-05,0,0.000169377,9.94332e-05,0.000187838,7.71004e-05,7.01065e-05,0.000198206,0.000172464,0.000192105,0.000215294,0.000103955,0.000129677,9.09264e-05,0.000177739,0.00024069,0.000183405,0.000142408,0,0.000127572,0.000108848,7.51625e-05,0.000101409,0.000105429,0.000274521,0.000111045,0,0.000147661,0.000259981,0.000113257,0.000177489,0.00018726,0.000151943,0.000226043,8.58716e-05,0.000109797,0.000136883,0,0.000107177,0.000123511
"PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)",0,0,4.18286e-05,9.35816e-05,0.000221235,0.000255483,0,0.000241699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181333,0,0,0,0,0.000110266,0.000105631,0,0,6.16979e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31499e-05,0,6.41066e-05,0,0,0,0,0,5.60004e-05,0,0,0,5.29524e-05,0,0,0,0,3.43123e-05,0.000283216,0,7.57487e-05,0,0,0,6.64522e-05,0,0,0,0,4.98831e-05
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)",5.99041e-05,0,0,0.000139755,0.000347971,0.000396288,0,0.0004761,2.93008e-05,0,0,7.28074e-05,0,0,0,0,0,0,0,0,0,3.86015e-05,0,0,0,0,0.000145709,0,0,0,2.94465e-05,7.20607e-05,0.000129133,0,1.12759e-05,0.00011369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41006e-05,3.42701e-05,0,0,0,0,7.68856e-05,0,0,0,4.9599e-05,0,4.82776e-05,0,0,0,4.74042e-05,2.14373e-05,8.22163e-05,0,0,0,0.000301246,0,0,0,0,0
"PWY0-321: phenylacetate degradation I (aerobic)",0,0,0,0,5.76435e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07564e-05,0,7.4848e-06,0,0,0,0,0,0,0,0,0
"PWY0-41: allantoin degradation IV (anaerobic)",0,0,0,0,6.20069e-05,6.60373e-06,0,0,0,0,0,6.93338e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10474e-05,0,0,0,0,8.55019e-06,6.4867e-06,0,0,2.95918e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14461e-05,0,0,0,0,0,7.07014e-06,0,1.11371e-05,0,0,0,9.7117e-06,0,0,0,0,0
"PWY0-42: 2-methylcitrate cycle I",0,0,0,6.73308e-05,0.000168837,4.16547e-05,0,0,0,0,0,2.16023e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124353,0,0,0,0,4.71046e-05,2.76186e-05,0,0,4.46004e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57872e-05,0,0,0,0,0,0,0,0,0,0,0,7.20945e-06,0,8.4366e-06,0,0,0,0.00012647,0,3.75253e-05,0,0,0,0.000120403,0,0,0,0,0
"PWY0-461: L-lysine degradation I",0,0,0,6.32128e-05,7.05833e-05,3.37074e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1358e-05,0,0,0,0,2.14535e-05,3.03415e-05,0,0,4.4895e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89371e-05,0,1.73577e-05,0,0,0,1.93961e-05,0,1.88996e-05,0,0,0,7.49836e-05,0,0,0,0,0
"PWY0-781: aspartate superpathway",0.000127294,0,0,0.000169601,0.000259738,0.000268865,0,0,4.44934e-05,0,0,8.70594e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017355,0,0,0,0,0.000115872,0.000128391,0,0,0.000147411,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13885e-05,0,8.4945e-05,4.78053e-05,0,0,0,0,7.22028e-05,0,0,0,8.8038e-05,0,0,0,0,0,0.00024973,0,0.000144,0,0,0,0.00021259,0,0,0,0,0
"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage",0.000179956,0,8.46311e-05,0.000234598,0.000257791,0.000319126,0.000102489,0.000322685,6.79141e-05,0,8.21824e-05,9.2069e-05,7.16469e-05,5.41117e-05,0,0,0,7.65435e-05,0,0.000236329,0.000172694,7.73905e-05,6.89327e-05,5.98072e-05,9.29766e-05,6.46674e-05,0.000115571,0.000112948,8.17788e-05,0,0,0.000131463,9.53432e-05,0.000193366,0,0.00018653,0,0,0.000173226,0.000101728,0,0.000107189,8.25456e-05,0,0.000143869,0,0,4.64123e-05,0.000184017,0.000245698,0.000232868,4.56685e-05,0.000104184,0.000129612,6.93008e-05,0.000178577,0.000223238,0,0.000136033,5.07714e-05,0,5.76798e-05,0,0.000248059,0.000130352,0,0,0.00022504,0.000158025,2.3045e-05,0.00015744,3.25811e-05,0.000104514,0.000191671,0.000288393,0,0,4.90198e-05,0
"PWY0-862: (5Z)-dodecenoate biosynthesis I",0.000294804,3.52031e-05,6.09661e-05,0.000335259,0.000283655,0.000401582,0,0.000396896,7.39839e-05,0.0001053,0.000117747,0.000221496,0.000102913,0.000194817,4.59344e-05,0,0.0005041,0.000115308,8.73251e-05,9.21923e-05,7.63858e-05,5.09432e-05,0.000212946,9.34155e-05,0.000142901,0.000214949,0.000247865,0.000142151,4.25787e-05,0,5.40463e-05,0.000324456,0.00027645,9.29434e-05,0,0.000189688,0,9.90834e-05,0.000118984,0.000125111,0,0,3.98997e-05,3.12036e-05,6.34869e-05,4.66774e-05,0,3.76141e-05,7.81781e-05,0.00020805,0.000129255,0.000136248,0.000130269,0.000104691,5.57795e-05,0,0.000146499,0.00013672,0,5.81139e-05,0,0.000148525,0,0.00012999,0,0,9.80645e-05,0.000472446,0,0.000168674,8.1723e-05,0,6.46848e-05,0.000355483,0,0.000114783,0,9.78982e-05,0
"PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY1G-0: mycothiol biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY1ZNC-1: assimilatory sulfate reduction IV",0.000125107,0,0,0.000145171,0.00019818,0.000334865,0,0.000357022,4.69744e-05,0,0,4.25692e-05,0,0,0,0,0,0,0,0,0,0,6.47045e-05,0,0,0,0.000127901,0,0,0,0,7.4779e-05,3.84204e-05,0,3.52282e-05,0.000120774,0,0,2.98047e-05,0,0,0,0,0,0,0,0,0,7.8934e-05,6.32215e-05,0,4.31873e-05,0,0,0,0,0,2.44609e-05,0,0,0,2.948e-05,0,3.46272e-05,0,0,2.36326e-05,8.51941e-05,0,4.76373e-05,0,0,0,0.000124518,0,0,0,0,0
"PWY3DJ-12: ceramide de novo biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)",0,0,0,0,5.43341e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY3O-4107: NAD salvage pathway V (PNC V cycle)",7.72816e-05,0,0,0.00013358,4.86391e-05,2.93057e-05,0,0,0,0,0,4.31833e-05,2.94839e-05,0,0,0,0,0,8.47599e-05,0,0,0,4.51712e-05,0,0,0,0.000106255,0,0,0,0,9.84953e-05,0.000106333,0,0,6.0923e-05,0,0,9.41354e-05,0,0,0,5.36672e-05,4.77108e-05,0,0,0,0,6.27095e-05,0.0001297,0,0,3.66397e-05,0,0,0,3.20149e-05,0,0,0,0,5.43739e-05,0,0,0,0,0,0.000109977,0,0.000110407,0,0,0,8.27736e-05,0,0,0,0,8.04103e-05
"PWY490-3: nitrate reduction VI (assimilatory)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)",9.49972e-05,0,4.62445e-05,0.000222902,0.000353483,0.000327831,0.000134625,0.000360527,0.000211102,0.000126715,8.51961e-05,0.000190896,7.09839e-05,0.000223439,7.09007e-05,0,0,0.000132882,7.94898e-05,0.000129225,6.28874e-05,4.41296e-05,8.75794e-05,9.98178e-05,0.000149194,6.71242e-05,0.000279556,0.000146874,8.06479e-05,0,9.78415e-05,7.35194e-05,0.000246177,5.19406e-05,0.000129719,0.000282115,0,0,8.05353e-05,9.4783e-05,0,0,0.000131946,6.48449e-05,9.43108e-05,6.02046e-05,4.30576e-05,8.93187e-05,3.85716e-05,0.000216725,0,0.000109188,0.000100685,9.72757e-05,5.83435e-05,0.0001116,4.39819e-05,7.72411e-05,8.87912e-05,0,7.13729e-05,0.000204752,0.000155832,7.59332e-05,0.00013937,0,0.000122876,0.000288862,0.000144889,0.000228978,0.000146277,6.97704e-05,0,0.000227125,0.000126429,4.93376e-05,5.8233e-05,9.22194e-05,3.82026e-05
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)",9.49972e-05,0,4.62445e-05,0.000222902,0.000353483,0.000327831,0.000134625,0.000360527,0.000211102,0.000126715,8.51961e-05,0.000190896,7.09839e-05,0.000223439,7.09007e-05,0,0,0.000132882,7.94898e-05,0.000129225,6.28874e-05,4.41296e-05,8.75794e-05,9.98178e-05,0.000149194,6.71242e-05,0.000279556,0.000146874,8.06479e-05,0,9.78415e-05,7.35194e-05,0.000246177,5.19406e-05,0.000129719,0.000282115,0,0,8.05353e-05,9.4783e-05,0,0,0.000131946,6.48449e-05,9.43108e-05,6.02046e-05,4.30576e-05,8.93187e-05,3.85716e-05,0.000216725,0,0.000109188,0.000100685,9.72757e-05,5.83435e-05,0.0001116,4.39819e-05,7.72411e-05,8.87912e-05,0,7.13729e-05,0.000204752,0.000155832,7.59332e-05,0.00013937,0,0.000122876,0.000288862,0.000144889,0.000228978,0.000146277,6.97704e-05,0,0.000227125,0.000126429,4.93376e-05,5.8233e-05,9.22194e-05,3.82026e-05
"PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)",3.77166e-05,0,0,0.000115119,0.000393578,0.000407629,0,0.000410343,4.96677e-05,0,0,5.5494e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200911,0,0,0,0,3.90901e-05,1.74275e-05,0,0,0.000102448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163945,0,0,0,0,0,0,4.61382e-05,0,0,0,0,5.59119e-05,0,0,0,0,0,0.000164386,0,4.43648e-05,0,0,0,0.000227988,0,0,0,0,0
"PWY5F9-12: biphenyl degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY66-367: ketogenesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48695e-05,0,0,0,0
"PWY66-388: ceramide degradation by &alpha;-oxidation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75741e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00074e-06,0,0,0,0,0,0,0,0,0,0,0
"PWY66-389: phytol degradation",7.62941e-05,0,0,5.54293e-05,0.000143033,4.57375e-05,0,0,5.18021e-06,0,0,0,0,0,0,0,0,0,0,0,0.000126017,3.21111e-05,1.84849e-05,0,0,0,3.78406e-05,0,0,0,1.85237e-06,3.1427e-05,7.12116e-06,2.42357e-05,3.79469e-05,1.1876e-05,0,2.61869e-05,2.97805e-05,0,0,0,0,0,0,0,0,0,9.84454e-05,9.98735e-05,0,0,0,0,0,0,2.97316e-05,0,0,0,0,1.3584e-05,2.93685e-05,2.43328e-05,0,2.71107e-05,6.51756e-05,0.000214255,0,7.34395e-06,0,0,0,9.31988e-06,0,0,2.84067e-05,0,0
"PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)",0,0,0,0,0,0,0,0,0,0,0,0,3.25563e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52775e-05,0,0,0,9.33294e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74098e-05,0,0,0.000179719,0.000125276,0,0,0,2.53843e-05
"PWY66-398: TCA cycle III (animals)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY66-399: gluconeogenesis III",0,0,0,0,0,0,9.36863e-05,0,6.14857e-05,0,0,0,0,0,5.19371e-05,0,0,7.37562e-05,8.71934e-05,0,0,5.34124e-05,9.98568e-05,0,0,0,0,5.94839e-05,0,0,0,0,0,0,6.56087e-05,0,0,0,0,6.40419e-05,0,6.5133e-05,9.04897e-05,6.05953e-05,0,0,7.19003e-05,0,0,0.000168572,0,0,6.37162e-05,7.79738e-05,6.38939e-05,0,7.88201e-05,0,0,0,0,0,5.22921e-05,0,0,0,0,0,0,0,5.7645e-05,0,7.36522e-05,0.000208405,0,0,0,2.34412e-05,9.05615e-05
"PWY66-409: superpathway of purine nucleotide salvage",0,0,0,0.000162219,0.000274168,0.00029994,0,0.000322533,0,0.000138224,0,0,7.58491e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154922,0,0,0,0,0.000158306,0.000184002,0,0,0.000186852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000275853,0,0.000144555,0,0,0,0.000298145,0,9.47376e-05,0,0,0,9.14105e-05,0,0,0,0,0
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)",0.000349028,0.000115235,0.000330589,0.000455201,0.000360412,0.00049182,0.000230338,0.000550206,0.000200107,0.000575673,0.000382746,0.000368461,0.000251449,0.000317636,0.000132234,0.000125884,0.000294778,0.000507074,0.000190915,0.000522146,0.000231396,0.000323065,0.000273751,0.00053651,0.000209257,0.000481453,0.000415422,0.000397006,0.000290541,0.00026738,0.000229269,0.000468024,0.000385019,0.000276837,0.000179261,0.000316691,0,0.000147244,0.000551949,0.00030963,0.000124353,0.000272987,0.000173941,0.000436908,0.000274873,0.000197586,0.000434543,0.000334169,0.000368522,0.000345038,0.000327592,0.000219861,0.000254175,0.000413473,0.000137222,0.000307132,0.000521645,0.000201935,0.000233237,0.00010752,0,0.000351047,0.000295456,0.000159106,0.000380606,0.000121545,0.000215862,0.000233359,0.000240931,0.00029866,0.000366554,0.000209463,0.000256954,0.000307353,0.000374584,0.000202862,0,0.000346675,0.000407466
