"","SRR6915091_merged_Abundance","SRR6915092_merged_Abundance","SRR6915093_merged_Abundance","SRR6915094_merged_Abundance","SRR6915095_merged_Abundance","SRR6915096_merged_Abundance","SRR6915097_merged_Abundance","SRR6915098_merged_Abundance","SRR6915099_merged_Abundance","SRR6915100_merged_Abundance","SRR6915101_merged_Abundance","SRR6915102_merged_Abundance","SRR6915113_merged_Abundance","SRR6915115_merged_Abundance","SRR6915116_merged_Abundance","SRR6915118_merged_Abundance","SRR6915119_merged_Abundance","SRR6915120_merged_Abundance","SRR6915121_merged_Abundance","SRR6915122_merged_Abundance","SRR6915123_merged_Abundance","SRR6915124_merged_Abundance","SRR6915137_merged_Abundance","SRR6915138_merged_Abundance","SRR6915139_merged_Abundance","SRR6915140_merged_Abundance","SRR6915141_merged_Abundance","SRR6915142_merged_Abundance","SRR6915143_merged_Abundance","SRR6915144_merged_Abundance","SRR6915145_merged_Abundance","SRR6915146_merged_Abundance","SRR6915157_merged_Abundance","SRR6915158_merged_Abundance","SRR6915159_merged_Abundance","SRR6915160_merged_Abundance","SRR6915161_merged_Abundance","SRR6915162_merged_Abundance","SRR6915163_merged_Abundance","SRR6915164_merged_Abundance","SRR6915165_merged_Abundance","SRR6915166_merged_Abundance","SRR6915188_merged_Abundance","SRR6915189_merged_Abundance","SRR6915190_merged_Abundance","SRR6915191_merged_Abundance","SRR6915192_merged_Abundance","SRR6915193_merged_Abundance","SRR6915194_merged_Abundance","SRR6915201_merged_Abundance","SRR6915202_merged_Abundance","SRR6915203_merged_Abundance","SRR6915204_merged_Abundance","SRR6915205_merged_Abundance","SRR6915206_merged_Abundance","SRR6915207_merged_Abundance","SRR6915208_merged_Abundance","SRR6915209_merged_Abundance","SRR6915210_merged_Abundance","SRR6915211_merged_Abundance","SRR6915212_merged_Abundance","SRR6915213_merged_Abundance","SRR6915214_merged_Abundance","SRR6915215_merged_Abundance","SRR6915216_merged_Abundance","SRR6915217_merged_Abundance","SRR6915218_merged_Abundance","SRR6915219_merged_Abundance","SRR6915220_merged_Abundance","SRR6915221_merged_Abundance","SRR6915222_merged_Abundance","SRR6915223_merged_Abundance","SRR6915224_merged_Abundance","SRR6915225_merged_Abundance","SRR6915226_merged_Abundance","SRR6915227_merged_Abundance","SRR6915228_merged_Abundance","SRR6915229_merged_Abundance","SRR6915230_merged_Abundance"
"PWY66-367: ketogenesis",9.19469e-06,0,0,8.43331e-06,0,0,0,0,0,0,1.13565e-06,0,1.4769e-06,0,0,0,0,0,1.24103e-06,1.58588e-06,0,0,2.79733e-06,0,0,0,0,0,0,0,0,0,1.18785e-06,0,0,0,0,0,2.80669e-06,1.0593e-06,0,0,0,0,0,6.17368e-07,0,0,1.43013e-06,0,0,0,5.28468e-06,0,0,0,0,0,0,1.93516e-06,0,0,0,2.96961e-06,0,0,0,1.26994e-05,0,0,0,9.11013e-07,0,2.39696e-06,2.91693e-05,1.67948e-06,0,1.84489e-06,7.97795e-06
"PWY66-388: ceramide degradation by &alpha;-oxidation",0,0,2.38845e-06,1.82084e-06,0,0,0,0,0,0,0,2.84065e-06,0,2.13863e-06,0,0,0,0,0,0,0,0,1.64312e-05,0,0,7.55784e-07,0,0,0,0,0,0,9.29711e-06,0,0,0,0,5.60758e-07,0,0,0,7.07762e-07,4.70978e-06,0,0,0,0,0,1.56592e-05,1.28801e-05,0,0,0,0,0,1.02037e-08,0,5.02472e-07,0,3.01195e-08,0,0,0,0,0,0,1.21415e-06,4.41327e-06,0,0,0,1.51635e-06,0,0,0,0,0,7.99441e-06,0
"PWY66-389: phytol degradation",8.00793e-05,6.31352e-06,1.25147e-05,4.83053e-05,0.000192526,3.26101e-05,0,3.79834e-06,2.60442e-07,2.02072e-06,1.08658e-06,3.59454e-06,1.36016e-06,1.66766e-05,0,4.67805e-06,0,3.97476e-08,1.42889e-07,0,1.72317e-05,3.14863e-05,3.40864e-05,0,3.41831e-06,7.64734e-07,1.37336e-05,0,0,0,3.29511e-05,5.75882e-07,1.18845e-05,8.89314e-06,1.40234e-05,8.12988e-06,0,6.11205e-07,1.00103e-06,2.59328e-06,0,2.13428e-06,6.59399e-06,4.65613e-06,1.32392e-06,4.55127e-07,3.72466e-06,7.67366e-06,5.73805e-05,9.71718e-05,3.1696e-07,1.339e-06,1.82978e-05,1.11937e-07,3.27454e-07,1.02078e-08,2.92598e-07,1.60493e-06,0,3.03307e-08,0,3.72091e-05,2.01094e-06,6.32213e-07,0,5.16422e-06,8.70859e-06,0.000237733,2.19363e-06,4.25701e-05,1.14185e-05,1.38216e-05,0,4.96515e-06,1.8013e-06,6.87875e-06,4.54688e-07,1.04337e-05,6.69175e-05
"PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)",2.72475e-05,0,8.41688e-06,6.19941e-05,0,0,0,1.75726e-06,4.78349e-05,7.58238e-06,2.38238e-06,5.62286e-06,8.40093e-05,2.35622e-05,3.1375e-06,1.09036e-05,1.25326e-05,0,6.78586e-06,2.50776e-05,3.44431e-06,1.60597e-06,3.94555e-05,0,1.93009e-05,9.14432e-06,6.30819e-06,4.71643e-06,9.52199e-06,8.0909e-07,0,1.36382e-05,1.53524e-06,0,0,8.77833e-06,0,0,2.55086e-05,2.92282e-06,0,0,7.07078e-06,6.13772e-06,6.31636e-06,3.19682e-05,5.22389e-06,0,5.04152e-05,8.34953e-05,0,0,2.7661e-05,2.44864e-06,1.66547e-06,2.8104e-06,4.21426e-05,1.17613e-06,0,3.06855e-06,8.61693e-06,1.09558e-06,0,1.11443e-05,8.51438e-06,3.32589e-06,1.87067e-05,2.48972e-05,7.46133e-06,3.97859e-05,5.5784e-05,2.15637e-05,0,0.000174429,9.12397e-05,5.34404e-06,0,3.41593e-05,3.57931e-05
"PWY66-398: TCA cycle III (animals)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY66-399: gluconeogenesis III",6.08598e-05,0.000144398,7.6963e-05,5.47827e-05,0,1.37512e-05,7.45534e-05,0,0.000108789,4.03989e-05,4.5887e-05,7.68781e-05,8.61705e-05,4.51704e-05,9.83277e-05,1.23771e-05,7.45924e-05,9.96498e-05,0.000140341,5.18204e-05,0.000125815,0.000108422,0.000169279,8.16441e-05,9.34388e-05,6.69008e-05,2.40568e-05,7.75989e-05,0.000106168,9.03086e-05,3.51428e-06,5.6423e-05,1.29534e-05,2.39218e-05,0.000113035,5.82353e-05,5.33826e-05,6.77612e-05,4.84298e-05,7.04093e-05,4.67631e-05,9.9292e-05,0.00011844,0.000107909,8.49653e-05,3.89485e-05,9.26341e-05,7.10165e-05,0.000104375,0.000191511,2.54424e-05,4.51262e-05,0.000121286,0.00012393,0.000149932,0.000114836,0.000116871,8.12243e-05,0.000131728,0.000117029,8.54337e-05,4.5081e-05,8.74819e-05,0.000137738,7.39467e-05,6.72835e-05,0.000120323,2.95042e-05,8.92295e-05,4.88093e-05,0.000138353,6.68838e-05,7.66154e-05,0.000228114,8.93414e-05,8.81279e-05,6.8118e-05,0.000116638,0.000155201
"PWY66-409: superpathway of purine nucleotide salvage",0.000186284,3.47859e-05,1.45859e-05,0.000226994,0.000286877,0.000333959,2.78315e-05,0.000339269,8.09481e-05,0.000153785,2.33938e-05,0.00014917,8.1434e-05,9.04804e-06,3.76443e-05,1.45644e-05,0,0,1.70836e-05,3.13801e-06,8.8223e-05,6.19372e-05,8.29773e-05,4.70222e-06,1.92255e-05,6.06149e-05,0.000206829,6.14893e-06,5.33117e-05,0,9.67447e-05,0.00021444,0.000222385,9.42701e-05,4.23882e-05,0.000203497,0,3.07511e-05,0.000136293,5.00158e-05,0,3.20805e-05,0.000129896,5.70061e-05,3.28363e-05,5.70274e-05,5.57716e-05,7.47213e-05,0.000102158,0.00015181,2.38877e-06,0.000118204,9.51504e-05,5.26046e-05,5.82338e-06,1.84918e-05,4.1107e-05,0.00014432,0,1.95756e-05,0,0.000288862,1.52326e-05,0.000150151,1.48678e-05,1.70496e-05,4.03543e-05,0.000319611,3.13662e-06,0.000197675,6.04457e-05,3.94966e-06,1.57813e-05,0.000177843,5.26749e-05,4.28249e-05,0,4.76723e-05,0.000145099
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)",0.000457912,0.000283632,0.000417003,0.000405179,0.00037787,0.000535676,0.000333958,0.000610611,0.000382456,0.00067321,0.000560644,0.000458862,0.000306089,0.000389695,0.000440952,0.000243078,0.000449636,0.000587517,0.000367545,0.000672714,0.000373103,0.000429578,0.000326946,0.0006387,0.000317041,0.000603572,0.000498736,0.000554218,0.000513243,0.000376599,0.000275773,0.000566645,0.000419846,0.000376891,0.000297332,0.000321449,0.000186864,0.000331743,0.000618403,0.000420984,0.000202168,0.000412535,0.000425317,0.000585341,0.000482078,0.000265066,0.00061615,0.000486195,0.000485948,0.00038702,0.000439027,0.000364306,0.000337643,0.000566893,0.000316079,0.000525976,0.000730623,0.000377266,0.000414157,0.000364763,0.00014224,0.000448055,0.000448872,0.000284838,0.000551832,0.000162954,0.000387824,0.000346029,0.000333783,0.000326873,0.000462391,0.000334292,0.000413968,0.000369133,0.000507331,0.000413376,0.000131216,0.000461806,0.000581367
"PWY66-430: myristate biosynthesis (mitochondria)",5.96481e-05,0,0,0,4.00211e-05,2.93974e-06,0,5.04641e-07,1.34727e-06,0,0,0,0,3.21082e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.64888e-06,0,0,0,1.26225e-05,0,0,1.70267e-06,0,0,0,0,0,6.29645e-06,0,0,0,0,0,0,0,4.90563e-06,1.04896e-05,8.70423e-06,0,0,1.08422e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53594e-05,0,1.04963e-05,1.53518e-06,4.70245e-06,0,0,2.26527e-06,1.30298e-06,1.63801e-06,6.01268e-06,4.48055e-05
"PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)",7.4953e-05,5.4816e-06,1.58393e-05,0.000137797,6.0321e-05,4.36732e-05,9.48456e-06,0,3.70026e-05,2.51525e-05,2.01336e-06,8.87031e-05,3.25021e-05,8.93067e-06,0,0,1.57885e-06,0,6.8486e-05,0,2.64359e-05,4.47937e-05,6.85158e-05,0,3.18334e-06,1.20981e-05,9.92769e-05,0,8.68096e-06,0,3.71079e-05,8.36002e-05,0.000106698,4.09134e-05,4.0234e-05,0.000113324,0,1.61318e-05,3.56228e-05,2.24613e-05,0,2.55673e-06,2.99131e-05,3.64683e-05,0,3.30819e-06,2.57221e-05,1.74316e-05,2.76502e-05,0.000116385,0,2.99341e-05,5.92132e-05,0,6.9528e-05,1.12573e-05,1.4228e-05,5.92586e-05,5.54068e-06,3.18867e-05,9.01004e-06,8.91873e-05,2.5406e-06,4.97569e-05,0,3.8906e-05,4.24996e-05,0.000159044,5.30961e-06,9.68133e-05,3.51358e-05,9.67926e-06,8.81641e-06,0.000107123,2.50053e-06,1.67297e-05,2.24886e-05,2.54324e-05,6.69943e-05
"PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)",0.000340452,0.000366589,0.00048533,0.000292297,0.000269665,0.000308909,0.000216426,0.000298558,0.000202003,0.000250698,0.000354114,0.00029842,0.000149348,0.000228801,0.000300512,0.00032712,0.000503913,0.000387369,0.000270352,0.000522956,0.000283309,0.000271578,0.00029046,0.000325833,0.000350494,0.000423303,0.000259932,0.0003619,0.000319034,0.00029008,0.000260189,0.000287844,0.000165321,0.00028011,0.000228471,0.000190225,0.000794704,0.000199772,0.000262054,0.000354801,0.000419258,0.000329749,0.000352377,0.000273856,0.000302852,0.000214455,0.000272966,0.000201793,0.000337059,0.00047532,0.000352371,0.00019551,0.000231808,0.000349247,0.000266812,0.000319538,0.000403397,0.000222208,0.000275534,0.000243935,0.000236641,0.000258037,0.000253464,0.000393788,0.000365847,0.000305085,0.000272097,0.000247534,0.000273281,0.000270555,0.000329696,0.000297015,0.000378616,0.000252953,0.000313757,0.000211887,0.000290524,0.000272936,0.000519515
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I",0.000193838,8.90975e-05,7.43483e-05,0.000248757,0.000246077,0.000308655,0.000156653,0.000311466,0.000116274,9.93108e-05,0.000185424,0.000189375,6.61605e-05,8.95109e-05,5.5261e-05,3.10758e-05,0.000136204,0.000132375,9.76524e-05,0.000287657,0.000162516,0.000116548,0.000154568,0.000133556,0.000129654,0.000108575,0.000191601,0.000164966,0.000121211,5.89671e-05,4.45743e-05,0.000158709,0.000159191,0.000181694,0.000113396,0.000175026,3.76975e-05,3.54384e-05,0.000277254,0.000142717,4.1772e-05,0.000150289,9.67352e-05,6.43127e-05,0.000226988,4.1282e-05,5.91633e-05,5.5492e-05,0.000282507,0.00046109,0.000361441,0.000111325,0.000143456,0.000184756,6.63122e-05,0.00020163,0.000403395,0.000105113,0.000152285,9.97012e-05,2.38244e-06,8.05301e-05,6.20217e-05,0.000234659,0.000160538,3.13232e-05,6.00046e-05,0.000232537,0.000188555,0.000119322,0.000187872,3.89803e-05,0.000156695,0.00021015,0.000284623,3.84116e-05,5.77493e-06,0.000101109,2.61506e-05
"REDCITCYC: TCA cycle VI (Helicobacter)",5.73202e-05,0,8.53941e-06,3.93996e-05,0.000131132,5.55353e-05,0,1.53792e-06,1.62037e-05,0,2.75193e-06,1.71882e-05,5.31543e-06,1.30036e-05,0,0,0,2.44313e-06,7.60903e-06,0,2.50988e-05,2.03212e-05,3.34015e-05,0,4.83048e-06,0,2.03737e-05,0,0,0,1.20098e-05,2.99096e-06,1.98129e-05,1.01061e-05,1.22708e-05,3.51319e-05,0,8.89884e-06,8.80846e-06,8.20389e-06,0,3.63012e-06,2.9286e-05,0,2.10216e-06,1.57001e-06,0,2.71236e-06,3.10289e-05,6.93002e-05,0,1.90626e-05,2.56191e-05,0,2.36989e-06,1.35889e-06,4.37057e-06,1.91428e-05,0,1.77753e-06,0,1.58971e-05,1.00835e-06,3.06079e-05,0,6.99675e-06,1.32908e-05,0.000153234,3.09807e-06,4.0392e-05,1.17007e-05,1.47964e-05,0,8.05479e-05,1.51302e-06,6.43794e-06,0,1.60792e-05,1.92706e-05
"RHAMCAT-PWY: L-rhamnose degradation I",0.000352009,5.47993e-05,7.81677e-05,0.000200801,0.000246232,0.000297779,0.000186776,0.000413483,0.000125134,0.000164287,0.000109197,0.000181893,0.000117528,0.000101782,0.000125439,4.83354e-05,0.000125882,0.000180561,0.000137103,0.000204729,0.000141014,0.000115958,8.42016e-05,6.80159e-05,0.000110224,0.000210518,0.000263925,0.000175001,0.000216883,9.01876e-05,0.000155398,0.000236299,0.000150622,0.000190242,0.000100599,0.000195823,8.92812e-05,0.000178251,8.96009e-05,0.000175375,1.84194e-05,0.000121115,0.000115805,0.000140762,0.000119635,7.36078e-05,0.000163853,0.000167346,0.000165479,7.10727e-05,0.000101563,0.000159004,0.000150488,0.000133994,6.73756e-05,0.000115609,0.000163695,0.000179917,0.000108025,8.37645e-05,0.000134226,0.000140552,0.000116709,9.61084e-05,0.000132871,5.28595e-05,9.00241e-05,0.000118807,0.000107703,0.000106982,0.000160425,4.01277e-05,0.000159523,0.00019472,0.000105436,0.000138229,6.77059e-05,0.000131933,0.000148365
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)",0.000257038,0.000192631,0.000369562,0.000331845,0.000193551,0.000291115,0.000326085,0.000304686,0.000258708,0.000294661,0.000338395,0.000303077,0.000245496,0.000405506,0.000253301,0.000129219,0.000204539,0.00030091,0.000335596,0.00035343,0.000286449,0.000254292,0.000208747,0.000294587,0.000272384,0.000356413,0.000273651,0.0002894,0.000328248,0.000315997,0.000174137,0.00030431,0.000252733,0.000272536,0.000303653,0.000206449,7.27492e-05,0.00041709,0.000285795,0.000283241,0.000238559,0.000275458,0.000345375,0.000365977,0.000308225,0.00019341,0.000360312,0.000425214,0.000324247,0.000507766,0.00022291,0.000187601,0.000252693,0.000385151,0.000266585,0.00034208,0.000331801,0.000212933,0.0002913,0.000295291,0.000219822,0.000210731,0.000323355,0.000133819,0.00032812,0.000232575,0.000330809,0.000228167,0.000328858,0.000255827,0.000281057,0.000282435,0.000362528,0.000191652,0.000255115,0.000407027,0.000105804,0.000244533,0.000151133
"RUMP-PWY: formaldehyde oxidation I",0,0,0,0,0,0,0,0,1.07368e-06,0,0,1.60305e-06,0,0,0,0,0,0,1.1693e-06,0,4.58554e-06,0,2.31904e-06,0,0,0,4.53717e-05,0,0,0,0,0,2.23147e-06,0,0,0,0,0,4.15693e-06,0,0,1.24799e-06,0,0,7.20705e-07,0,0,0,0,0,0,0,0,0,0,1.07789e-06,0,0,0,0,0,4.72926e-06,0,1.04067e-05,0,0,1.29822e-05,0,2.22084e-06,0,1.94709e-06,0,0,0,0,0,0,0,2.95529e-05
"SALVADEHYPOX-PWY: adenosine nucleotides degradation II",9.26859e-05,1.5367e-05,2.92463e-05,0.00045356,0.000661155,0.000159572,6.59749e-05,3.1302e-06,0.000144225,7.85692e-05,1.87553e-05,0.000207346,2.7482e-05,4.43615e-05,3.078e-05,1.6736e-05,2.38257e-05,1.10084e-05,4.01734e-05,5.5186e-06,5.69711e-05,6.94983e-05,0.000157343,7.82582e-06,5.16296e-05,1.95222e-05,0.000432629,9.74367e-06,9.50281e-05,3.67738e-05,9.44437e-05,0.000291094,0.000331347,9.8542e-05,0.000113673,0.000308912,7.41691e-06,7.97268e-05,0.000141011,4.49544e-05,1.04022e-05,4.77772e-05,0.000151509,5.75529e-05,2.6886e-05,4.15996e-05,6.47186e-05,0.000120752,4.66089e-05,0.000286225,1.93381e-05,2.86457e-05,9.74056e-05,2.27811e-05,3.43422e-05,5.74056e-05,4.04696e-05,4.03139e-05,4.30876e-05,2.43888e-05,4.73109e-05,0.000240201,1.20241e-05,0.000169506,1.87736e-05,1.84897e-05,0.000114234,0.000424372,7.87313e-05,0.000294014,8.39935e-05,6.18843e-05,3.16817e-05,0.000297212,0.000133451,5.82309e-05,3.47652e-05,8.70688e-05,6.43803e-05
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I",0.000409604,0.000237627,0.00038749,0.000331892,0.00031427,0.000474408,0.000201879,0.000472389,0.000255962,0.000325125,0.000322299,0.000298436,0.00026058,0.000279365,0.000309748,0.000101463,0.000628659,0.000385666,0.000256423,0.000336477,0.000270809,0.000226718,0.000335782,0.000383193,0.00042842,0.000384999,0.000261665,0.000315294,0.000405683,0.000388337,0.000107606,0.000326383,0.000265133,0.000277846,0.000160287,0.000259561,9.24118e-05,0.000163226,0.000339471,0.000321302,8.36768e-05,0.000252824,0.000257729,0.000298979,0.000338664,0.000199759,0.000283193,0.000260554,0.000394858,0.000517331,0.000425826,0.00021123,0.000302014,0.00036701,0.000307276,0.000227553,0.00058235,0.000236245,0.000201208,0.0002237,9.44751e-05,0.000333208,0.000211772,0.000214342,0.000504973,0.000530724,0.000191784,0.000295118,0.000279166,0.000307774,0.00038048,0.000262259,0.000253689,0.000280285,0.000416506,0.000246243,8.14393e-05,0.000327326,0.00069784
"SO4ASSIM-PWY: assimilatory sulfate reduction I",0.000205353,1.57549e-05,1.18938e-05,0.000285207,0.000429471,0.00051099,2.57964e-06,0.000562562,6.62977e-05,0,8.58526e-06,0.000103831,1.73573e-05,1.22696e-05,2.00272e-05,0,0,3.03683e-06,1.09272e-05,0,4.76171e-05,6.00929e-05,5.85674e-05,0,1.04469e-05,9.26104e-06,0.000308417,0,0,5.6879e-05,6.51262e-05,0.000160073,0.000183158,4.62789e-05,5.60362e-05,0.000213697,1.13006e-05,2.00774e-05,4.68643e-05,2.38527e-05,0,7.95699e-07,6.11302e-05,4.04576e-07,6.60062e-06,1.38448e-05,9.50219e-07,1.97995e-05,6.86903e-05,0.000101485,9.68489e-07,0.000122232,7.47848e-05,0,2.37962e-06,0,2.59569e-05,0.00010379,0,4.34689e-06,3.18674e-05,0.000103965,5.53694e-06,9.75785e-05,0,1.73214e-05,2.94819e-05,0.000243963,2.82619e-05,0.000157861,4.93278e-05,2.85071e-05,1.11643e-06,0.000204374,1.13069e-05,2.69716e-05,7.08874e-06,2.69287e-05,2.62296e-05
"SUCSYN-PWY: sucrose biosynthesis I (from photosynthesis)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis",0.00027083,3.2358e-05,2.52398e-05,0.000233465,0.000361665,0.000453607,5.72194e-06,0.000499992,0.000108872,0,1.85549e-05,0.000159856,3.43127e-05,2.56497e-05,4.12828e-05,0,0,6.6857e-06,2.33516e-05,0,8.7372e-05,9.97583e-05,0.000105094,0,2.26385e-05,2.02286e-05,0.000240829,0,0,0.000101687,7.95972e-05,0.000209009,0.000218917,7.77853e-05,8.79091e-05,0.00024643,1.96196e-05,3.85484e-05,8.68169e-05,4.76152e-05,0,1.78313e-06,0.000106755,9.08804e-07,1.43882e-05,2.79535e-05,2.12978e-06,4.05052e-05,0.000112338,0.000145505,2.16701e-06,0.000160532,0.000122765,0,5.29334e-06,0,5.08443e-05,0.000151205,0,9.53513e-06,5.22989e-05,0.000169705,1.20513e-05,0.000129973,0,3.48726e-05,5.59412e-05,0.000280336,5.63615e-05,0.000217975,8.92923e-05,5.50426e-05,2.4986e-06,0.000224108,2.39817e-05,5.32842e-05,1.43236e-05,5.15976e-05,5.63963e-05
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA",0.000146237,0,1.40908e-05,0.000161338,0.000331349,6.95758e-05,0,1.97618e-06,5.00675e-05,0,4.83312e-06,9.92338e-05,2.31049e-05,1.53571e-05,0,0,0,0,9.83179e-06,0,3.33778e-05,3.9208e-05,5.21513e-05,0,3.64115e-06,0,0.000143939,0,0,0,5.31198e-05,0.000118628,0.000159484,3.43452e-05,3.45194e-05,0.000149634,0,1.29889e-05,3.25046e-05,1.99128e-05,0,5.05468e-06,3.3346e-05,0,0,6.71949e-06,0,1.82537e-05,5.01917e-05,8.6406e-05,0,5.06253e-05,5.34616e-05,0,0,1.3154e-06,1.63471e-05,5.26186e-05,0,2.78122e-06,0,8.18128e-05,3.78562e-06,8.20014e-05,0,9.51926e-06,2.42452e-05,0.00021042,1.02401e-05,0.000122005,4.18497e-05,8.7747e-06,0,0.000182424,1.05647e-05,9.52645e-06,3.50435e-06,1.19267e-05,4.80449e-05
"TCA: TCA cycle I (prokaryotic)",0.000217696,0,1.993e-05,0.000160666,0.000322179,5.7109e-05,0,1.53878e-06,7.27175e-05,0,9.00024e-06,0.000117781,5.36097e-05,2.67741e-05,0,0,0,7.79155e-06,1.7362e-05,0,5.81105e-05,4.50989e-05,6.86874e-05,0,1.24408e-05,0,0.000134269,0,0,0,6.64781e-05,0.000146503,0.000186805,4.19344e-05,6.77828e-05,0.00015736,0,2.10757e-05,4.68234e-05,3.1244e-05,0,7.59903e-06,5.267e-05,0,8.57497e-06,1.37493e-05,0,2.8345e-05,9.21309e-05,9.0152e-05,0,5.26325e-05,9.7155e-05,3.37156e-06,5.58028e-06,2.85278e-06,2.81929e-05,6.10034e-05,0,1.16032e-05,0,9.75456e-05,2.16688e-05,0.000118777,0,2.89685e-05,3.22767e-05,0.000216189,1.54617e-05,0.000129004,6.51702e-05,2.98936e-05,2.60662e-06,0.000174581,1.47076e-05,2.41505e-05,2.30817e-05,3.32524e-05,9.69973e-05
"THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)",8.66943e-05,4.44991e-05,0.000153247,0.000147598,8.84809e-07,8.61732e-05,0.000195801,2.51699e-07,0.000157425,0.000187238,0.000210375,0.000182637,8.9576e-05,0.000291098,0.000158519,0.000249003,9.36691e-05,0.000131231,0.000116465,0.000286717,0.0001351,0.00010644,7.30176e-05,0.000129576,0.000212521,0.000288592,0.000154681,0.00014755,0.000252489,9.89446e-05,1.95254e-05,0.000166893,0.000147088,0.000121499,0.000133792,0.000136571,5.31032e-05,0.000209205,0.000209252,0.000254838,3.85769e-05,0.000110609,0.000211967,0.00020611,0.000285614,0.000123015,0.00020557,0.000189761,0.000220082,7.41879e-05,0.000157756,0.000145921,0.000214246,0.00022988,0.000178831,0.000200648,0.000177082,0.000167362,0.000183581,0.000154541,8.74915e-05,0.000180051,0.000213036,5.27815e-05,0.000235637,4.75154e-05,0.000196133,0.000128232,0.000202807,0.000226693,0.000185811,7.22533e-05,0.00012958,7.4536e-05,0.000427528,0.000267467,3.58499e-05,0.000138637,0.000130471
"THREOCAT-PWY: superpathway of L-threonine metabolism",5.79915e-05,0,0,7.71201e-05,4.29344e-05,0,0,0,5.034e-06,0,0,8.76984e-06,1.14183e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07199e-06,0,0,0,1.72927e-05,0,0,2.04525e-05,2.07292e-05,0,0,5.82287e-06,0,3.90478e-06,0,0,1.59057e-05,0,0,0,0,6.40903e-06,2.54237e-05,4.01725e-05,0,9.27219e-06,2.29269e-05,0,0,0,0,2.01717e-05,0,0,0,2.11118e-06,0,0,0,0,0,5.6523e-05,2.49565e-06,5.59671e-05,1.16801e-05,0,0,0,0,3.82886e-06,0,2.43141e-06,7.0121e-06
"THRESYN-PWY: superpathway of L-threonine biosynthesis",0.00031725,0.000246968,0.000303092,0.000389569,0.000348338,0.000502977,0.000259769,0.000508973,0.000279675,0.000352981,0.000325809,0.000324623,0.000242749,0.000262197,0.000260928,0.000175952,0.000328141,0.000372956,0.000315129,0.000436109,0.000311431,0.000292563,0.000278925,0.000264986,0.000313805,0.000425311,0.000418741,0.00033219,0.00038816,0.000281938,0.00014495,0.000393214,0.000366422,0.000278215,0.000225973,0.000294195,0.000141429,0.000294187,0.000396976,0.000355936,0.000186077,0.000309338,0.000350912,0.000316599,0.000359542,0.00021029,0.000321694,0.000271162,0.000382047,0.000239882,0.000381786,0.000302516,0.000299005,0.000413479,0.000323936,0.000384097,0.000569561,0.000333032,0.000324398,0.000263257,0.000294011,0.000350789,0.000319413,0.000219152,0.000363983,0.000284583,0.000309408,0.000406981,0.000266775,0.000386699,0.000329424,0.000241718,0.000319413,0.000322023,0.000333325,0.000295978,0.000252083,0.000356199,0.000584939
"TRNA-CHARGING-PWY: tRNA charging",0.000441337,0.000870034,0.000627448,0.000390659,0.000406048,0.000404338,0.000646111,0.000355976,0.000476986,0.000380609,0.000540667,0.000439177,0.000335076,0.000474299,0.000657657,0.000571664,0.000752131,0.000645212,0.00068156,0.000619791,0.000567965,0.00049851,0.000486419,0.000582248,0.000574422,0.000603647,0.000387505,0.000549838,0.000666913,0.000670564,0.000540912,0.000433677,0.000327658,0.000361405,0.000497156,0.00030446,0.00103778,0.000704991,0.000425304,0.000653313,0.000834223,0.000611688,0.000595185,0.000559023,0.000645846,0.000462496,0.000540409,0.000577858,0.000430502,0.000578497,0.000409787,0.000383714,0.000457755,0.000673548,0.000610617,0.000743902,0.000542512,0.000437054,0.000648875,0.000577985,0.000703181,0.000417529,0.000624511,0.000679036,0.000700525,0.000831694,0.000454644,0.000421242,0.000539008,0.000468806,0.0004353,0.000529264,0.000600118,0.000377949,0.000437638,0.000629885,0.00065445,0.000581665,0.000660975
